,Time,Username,Tweet,Clean Tweet,Stemmed Tweet,Lemmatized Tweet,Tagged Tweets,sentiment
35,2022-11-07 03:55:42,iamadamgill,Don’t let up on @nba and @BrooklynNets what’s right is not always what’s ⚪️#BlackLivesMatter #blm #IStandWithKyrie #BoycottTheNBA,let nba brooklynnets 's right always 's blacklivesmatter blm istandwithkyrie boycottthenba,let nba brooklynnet 's right alway 's blacklivesmatt blm istandwithkyri boycottthenba,let nba brooklynnets 's right always 's blacklivesmatter blm istandwithkyrie boycottthenba,let_VB nba_JJ brooklynnets_NNS 's_POS right_NN always_RB 's_POS blacklivesmatter_NN blm_NN istandwithkyrie_NN boycottthenba_NN,0
36,2022-11-07 03:55:40,larijo4281,youtwitinmyface: @somepoliticaldude on #TikTok talks about #BlackLivesMatter protests https://t.co/b7vPB0BRwn,youtwitinmyface somepoliticaldude tiktok talks blacklivesmatter protests,youtwitinmyfac somepoliticaldud tiktok talk blacklivesmatt protest,youtwitinmyface somepoliticaldude tiktok talk blacklivesmatter protest,youtwitinmyface_NN somepoliticaldude_NN tiktok_JJ talks_NNS blacklivesmatter_VBP protests_NNS,0
37,2022-11-07 03:54:30,dreamgrlie,@X0Empire cus #blacklivesmatter rlly ain’t do nun like most of the police officers r still out or got very short sentences just like they would’ve if they hashtag didn’t exist https://t.co/PAYijr0mWc,xempire cus blacklivesmatter rlly ai nun like police officers r still got short sentences like would 've hashtag exist,xempir cu blacklivesmatt rlli ai nun like polic offic r still got short sentenc like would 've hashtag exist,xempire cu blacklivesmatter rlly ai nun like police officer r still got short sentence like would 've hashtag exist,xempire_NN cus_NN blacklivesmatter_NN rlly_RB ai_JJ nun_NNS like_IN police_NN officers_NNS r_VBP still_RB got_VBN short_JJ sentences_NNS like_IN would_MD 've_VBP hashtag_VBN exist_NN,0
38,2022-11-07 03:48:35,HalleckScott,"@davidhogg111 Yeah...after a couple of years of #blacklivesmatter, #metoo, terrible anti-#lgbtq laws coming out of the south, etc.-the powerful violently oppressing the weak-how could your takeaway be ""only cops and soldiers should have guns""?",davidhogg yeahafter couple years blacklivesmatter metoo terrible antilgbtq laws coming south etcthe powerful violently oppressing weakhow could takeaway cops soldiers guns,davidhogg yeahaft coupl year blacklivesmatt metoo terribl antilgbtq law come south etcth power violent oppress weakhow could takeaway cop soldier gun,davidhogg yeahafter couple year blacklivesmatter metoo terrible antilgbtq law coming south etcthe powerful violently oppressing weakhow could takeaway cop soldier gun,davidhogg_NN yeahafter_RB couple_JJ years_NNS blacklivesmatter_RB metoo_VBP terrible_JJ antilgbtq_JJ laws_NNS coming_VBG south_RB etcthe_JJ powerful_JJ violently_RB oppressing_VBG weakhow_NN could_MD takeaway_VB cops_JJ soldiers_NNS guns_NNS,0
39,2022-11-07 03:44:38,MeloStreetVybz,NOW IS THE TIME TO UNITE WITH OUR BROTHER. DO NOT TURN YOUR BACK ON THEM. #ye x #KanyeWest x #H2N x #KyrieIrving x #fba x #B1 x #BlackExcellence x #hebrewisraelite x #ESPN #SportsCenter x #hbcu x #2024election x #fdmg x #nba x #maga x #WhiteLivesMatter x #BlackLivesMatter x #cnn https://t.co/uhOocDUmXV,time unite brother turn back ye x kanyewest x hn x kyrieirving x fba x b x blackexcellence x hebrewisraelite x espn sportscenter x hbcu x election x fdmg x nba x maga x whitelivesmatter x blacklivesmatter x cnn,time unit brother turn back ye x kanyewest x hn x kyrieirv x fba x b x blackexcel x hebrewisraelit x espn sportscent x hbcu x elect x fdmg x nba x maga x whitelivesmatt x blacklivesmatt x cnn,time unite brother turn back ye x kanyewest x hn x kyrieirving x fba x b x blackexcellence x hebrewisraelite x espn sportscenter x hbcu x election x fdmg x nba x maga x whitelivesmatter x blacklivesmatter x cnn,time_NN unite_JJ brother_NN turn_NN back_RP ye_NN x_NN kanyewest_JJS x_JJ hn_NN x_NNP kyrieirving_VBG x_JJ fba_NN x_NN b_NN x_NNP blackexcellence_NN x_NNP hebrewisraelite_NN x_NNP espn_NN sportscenter_NN x_NNP hbcu_NN x_NNP election_NN x_NNP fdmg_NN x_NNP nba_CC x_NNP maga_VBP x_NNP whitelivesmatter_NN x_NNP blacklivesmatter_NN x_NNP cnn_NN,1
40,2022-11-07 03:43:55,kk131066,"Patriots don't talk about patriotism
They act like patriots

Liars only talk but don't do

#BlackLivesMatter 
https://t.co/jjTMOshdeC

#RussianUkrainianWar
https://t.co/B12sS2GNmf

https://t.co/OpI6tTexjZ

#Biden #Trump #racism #Fascism #Ukraine #Ukraina #UkraineRussiaWar #Truth",patriots dont talk patriotism act like patriots liars talk dont blacklivesmatter russianukrainianwar biden trump racism fascism ukraine ukraina ukrainerussiawar truth,patriot dont talk patriot act like patriot liar talk dont blacklivesmatt russianukrainianwar biden trump racism fascism ukrain ukraina ukrainerussiawar truth,patriot dont talk patriotism act like patriot liar talk dont blacklivesmatter russianukrainianwar biden trump racism fascism ukraine ukraina ukrainerussiawar truth,patriots_NNS dont_VBP talk_NN patriotism_NN act_NN like_IN patriots_NNS liars_NNS talk_VBP dont_JJ blacklivesmatter_NN russianukrainianwar_NN biden_JJ trump_NN racism_NN fascism_NN ukraine_JJ ukraina_JJ ukrainerussiawar_JJ truth_NN,0
41,2022-11-07 03:43:35,penndragonArt,"They use #this when they run outta #ideas Sir @POTUS
#justVote #Research #YourVote
#Midterms #MidtermElections #Women #LGBTQ+ #BlackLivesMatter #Hispanic #elderly #Veterans #YouMatter #WeMatter #TheResistance #inResistance #muchLove #Midterms2022 #VOTE
👇💙🇺🇸💙👇
#VoteBlueIn2022 https://t.co/SexCkB8XFG https://t.co/hqzaxFwKQC",use run outta ideas sir potus justvote research yourvote midterms midtermelections women lgbtq blacklivesmatter hispanic elderly veterans youmatter wematter theresistance inresistance muchlove midterms vote votebluein,use run outta idea sir potu justvot research yourvot midterm midtermelect women lgbtq blacklivesmatt hispan elderli veteran youmatt wematt theresist inresist muchlov midterm vote votebluein,use run outta idea sir potus justvote research yourvote midterm midtermelections woman lgbtq blacklivesmatter hispanic elderly veteran youmatter wematter theresistance inresistance muchlove midterm vote votebluein,use_NN run_VB outta_RB ideas_NNS sir_VBP potus_JJ justvote_NN research_NN yourvote_NN midterms_NNS midtermelections_NNS women_NNS lgbtq_VBP blacklivesmatter_NN hispanic_JJ elderly_JJ veterans_NNS youmatter_VBP wematter_JJR theresistance_NN inresistance_NN muchlove_NN midterms_NNS vote_VBP votebluein_NN,0
42,2022-11-07 03:42:10,Keepitmovin1114,#TheBlackPantherParty #BlackLivesMatter #RecycleBlackDollars #BlackFridayBlackOut https://t.co/bRqVTDNzS9,theblackpantherparty blacklivesmatter recycleblackdollars blackfridayblackout,theblackpantherparti blacklivesmatt recycleblackdollar blackfridayblackout,theblackpantherparty blacklivesmatter recycleblackdollars blackfridayblackout,theblackpantherparty_NN blacklivesmatter_NN recycleblackdollars_NNS blackfridayblackout_IN,1
43,2022-11-07 03:42:03,say_the_names,Finan Berhe #BlackLivesMatter,finan berhe blacklivesmatter,finan berh blacklivesmatt,finan berhe blacklivesmatter,finan_NN berhe_NN blacklivesmatter_NN,1
44,2022-11-07 03:39:24,penndragonArt,"#justVote #Research #YourVote
#Midterms #MidtermElections #Women #LGBTQ+ #BlackLivesMatter     #Hispanic #elderly #Veterans #YouMatter #WeMatter #TheResistance #inResistance #Midterms2022
👇💙🇺🇸💙👇
#itMatters #VOTE #thePeople  #VoteBlueIn2022 #Pennsylvania

#This is your @gop👇 https://t.co/Q358dLnolb",justvote research yourvote midterms midtermelections women lgbtq blacklivesmatterhispanic elderly veterans youmatter wematter theresistance inresistance midterms itmatters vote thepeople votebluein pennsylvania gop,justvot research yourvot midterm midtermelect women lgbtq blacklivesmatterhispan elderli veteran youmatt wematt theresist inresist midterm itmatt vote thepeopl votebluein pennsylvania gop,justvote research yourvote midterm midtermelections woman lgbtq blacklivesmatterhispanic elderly veteran youmatter wematter theresistance inresistance midterm itmatters vote thepeople votebluein pennsylvania gop,justvote_NN research_NN yourvote_NN midterms_NNS midtermelections_NNS women_NNS lgbtq_VBP blacklivesmatterhispanic_JJ elderly_JJ veterans_NNS youmatter_VBP wematter_JJR theresistance_NN inresistance_NN midterms_NNS itmatters_NNS vote_VBP thepeople_JJ votebluein_FW pennsylvania_NN gop_NN,1
45,2022-11-07 03:35:36,kk131066,"#Truth does not need your approval
You need the truth to have a decent life

#BlackLivesMatter 
https://t.co/JINJonT1hF

#UkraineRussiaWar 
https://t.co/v42OjoBSNQ
https://t.co/zNi0R8CYgZ

https://t.co/KsF6q2sneE

#Biden #Trump #GQP #racism #NATO #Ukraine #Ukraina #Russia #Facts",truth need approval need truth decent life blacklivesmatter ukrainerussiawar biden trump gqp racism nato ukraine ukraina russia facts,truth need approv need truth decent life blacklivesmatt ukrainerussiawar biden trump gqp racism nato ukrain ukraina russia fact,truth need approval need truth decent life blacklivesmatter ukrainerussiawar biden trump gqp racism nato ukraine ukraina russia fact,truth_NN need_MD approval_NN need_VB truth_NN decent_JJ life_NN blacklivesmatter_NN ukrainerussiawar_JJ biden_JJ trump_NN gqp_NN racism_NN nato_JJ ukraine_JJ ukraina_JJ russia_NN facts_NNS,1
46,2022-11-07 03:35:00,penndragonArt,"#justVote #Research #YourVote
#Midterms #MidtermElections #Women #LGBTQ+ #BlackLivesMatter     #Hispanic #elderly #Veterans #YouMatter #WeMatter #TheResistance #inResistance #Midterms2022
👇💙👇🇺🇸👇💙👇
#itMatters #VOTE #Missouri
For #thePeople #VoteBlueIn2022
Let’s #change #this https://t.co/LoBF8WKA8d",justvote research yourvote midterms midtermelections women lgbtq blacklivesmatterhispanic elderly veterans youmatter wematter theresistance inresistance midterms itmatters vote missouri thepeople votebluein let 's change,justvot research yourvot midterm midtermelect women lgbtq blacklivesmatterhispan elderli veteran youmatt wematt theresist inresist midterm itmatt vote missouri thepeopl votebluein let 's chang,justvote research yourvote midterm midtermelections woman lgbtq blacklivesmatterhispanic elderly veteran youmatter wematter theresistance inresistance midterm itmatters vote missouri thepeople votebluein let 's change,justvote_NN research_NN yourvote_NN midterms_NNS midtermelections_NNS women_NNS lgbtq_VBP blacklivesmatterhispanic_JJ elderly_JJ veterans_NNS youmatter_VBP wematter_JJR theresistance_NN inresistance_NN midterms_NNS itmatters_NNS vote_VBP missouri_JJ thepeople_JJ votebluein_NN let_NN 's_POS change_NN,1
47,2022-11-07 03:32:09,tbasharks,"Fri Aug 07 2020 Portland, Oregon - Officer knocks helmet off protester's head; officers refuse to allow him to retrieve it WATCH: https://t.co/OxSvB8fLTr #PortlandOregon #PPD #blacklivesmatter #blm #defundthepolice #abolishthepolice",fri aug portland oregon officer knocks helmet protesters head officers refuse allow retrieve watch portlandoregon ppd blacklivesmatter blm defundthepolice abolishthepolice,fri aug portland oregon offic knock helmet protest head offic refus allow retriev watch portlandoregon ppd blacklivesmatt blm defundthepolic abolishthepolic,fri aug portland oregon officer knock helmet protester head officer refuse allow retrieve watch portlandoregon ppd blacklivesmatter blm defundthepolice abolishthepolice,fri_NN aug_NN portland_NN oregon_NN officer_NN knocks_NNS helmet_VBD protesters_NNS head_VBP officers_NNS refuse_VBP allow_JJ retrieve_VBP watch_NN portlandoregon_NN ppd_NN blacklivesmatter_NN blm_NN defundthepolice_NN abolishthepolice_NN,0
48,2022-11-07 03:30:55,Heritagecity,"@jimseuh
•
What do you think of this ? 😎

#blackmen #blackexcellence #melanin #blacklove #blacklivesmatter #black #blackman #love #blackhistory #blackisbeautiful #blackpower #blackculture #blackpeople #melaninpoppin https://t.co/4CURKNzOxh",jimseuh think blackmen blackexcellence melanin blacklove blacklivesmatter black blackman love blackhistory blackisbeautiful blackpower blackculture blackpeople melaninpoppin,jimseuh think blackmen blackexcel melanin blacklov blacklivesmatt black blackman love blackhistori blackisbeauti blackpow blackcultur blackpeopl melaninpoppin,jimseuh think blackmen blackexcellence melanin blacklove blacklivesmatter black blackman love blackhistory blackisbeautiful blackpower blackculture blackpeople melaninpoppin,jimseuh_NN think_VBP blackmen_NNS blackexcellence_VB melanin_NN blacklove_IN blacklivesmatter_NN black_JJ blackman_NN love_VB blackhistory_NN blackisbeautiful_JJ blackpower_NN blackculture_NN blackpeople_NN melaninpoppin_NN,1
49,2022-11-07 03:20:34,danieldhanwill,@komedigelaap #BlackLivesMatter save us !!!!!!! 🙏🏿,komedigelaap blacklivesmatter save us,komedigelaap blacklivesmatt save us,komedigelaap blacklivesmatter save u,komedigelaap_NN blacklivesmatter_NN save_VBP us_PRP,1
50,2022-11-07 03:15:56,Sam52160989,Benni Lee Tignor   #SayTheirNames #BlackLivesMatter,benni lee tignor saytheirnames blacklivesmatter,benni lee tignor saytheirnam blacklivesmatt,benni lee tignor saytheirnames blacklivesmatter,benni_NN lee_NN tignor_JJ saytheirnames_NNS blacklivesmatter_NN,1
51,2022-11-07 03:14:00,marktsneed,Want a good read this week? Pick up X8 today. A surprising spin on the superhero tale. Available on #Amazon now. #SundayThoughts #SundayMotivation #WritingCommunity #writersoftwitter #amwritingfiction #BlackLivesMatter #ShamelessSelfPromoSunday #KindnessMatter #StrongerTogether https://t.co/ulprSKFBij,want good read week pick x today surprising spin superhero tale available amazon sundaythoughts sundaymotivation writingcommunity writersoftwitter amwritingfiction blacklivesmatter shamelessselfpromosunday kindnessmatter strongertogether,want good read week pick x today surpris spin superhero tale avail amazon sundaythought sundaymotiv writingcommun writersoftwitt amwritingfict blacklivesmatt shamelessselfpromosunday kindnessmatt strongertogeth,want good read week pick x today surprising spin superhero tale available amazon sundaythoughts sundaymotivation writingcommunity writersoftwitter amwritingfiction blacklivesmatter shamelessselfpromosunday kindnessmatter strongertogether,want_JJ good_JJ read_NN week_NN pick_VBP x_NN today_NN surprising_JJ spin_NN superhero_NN tale_NN available_JJ amazon_JJ sundaythoughts_NNS sundaymotivation_NN writingcommunity_NN writersoftwitter_NN amwritingfiction_NN blacklivesmatter_NN shamelessselfpromosunday_JJ kindnessmatter_NN strongertogether_NN,1
52,2022-11-07 03:13:06,kk131066,"I thought The Boiling Frog was a fable

Apparently, given the unfolding events in the US, it's a real story - about FROGS

https://t.co/XeYJPhVDgW
#Biden #Trump #GQP #racism #Fascism #PoliceBrutality #WhiteSupremacy #BlackLivesMatter #EnergyCrisis #Ukraine #Ukraina #Russia #Truth",thought boiling frog fable apparently given unfolding events us real story frogs biden trump gqp racism fascism policebrutality whitesupremacy blacklivesmatter energycrisis ukraine ukraina russia truth,thought boil frog fabl appar given unfold event us real stori frog biden trump gqp racism fascism policebrut whitesupremaci blacklivesmatt energycrisi ukrain ukraina russia truth,thought boiling frog fable apparently given unfolding event u real story frog biden trump gqp racism fascism policebrutality whitesupremacy blacklivesmatter energycrisis ukraine ukraina russia truth,thought_VBN boiling_VBG frog_RBR fable_JJ apparently_RB given_VBN unfolding_JJ events_NNS us_PRP real_JJ story_NN frogs_NNS biden_JJ trump_NN gqp_NN racism_NN fascism_NN policebrutality_NN whitesupremacy_NN blacklivesmatter_NN energycrisis_NN ukraine_JJ ukraina_JJ russia_NN truth_NN,0
53,2022-11-07 03:12:27,BLACKPAPERSTORE,Explain this to me 🤔🧐🤨 … @KyrieIrving @SHAQ @TurnerSportsEJ @NBATV @ESPNNBA @TheJetOnTNT @NBAonTNT @ESPNNBA @TheBlackChannel @BlackBusinessU1 #KyrieIrving #Shaq #Antisemitic #Antisemitism #AtlantaFX #blackbusinessowner #BlackAdvancement #BlackLivesMatter #BlackLove https://t.co/DNrUWzkr9h,explain kyrieirving shaq turnersportsej nbatv espnnba thejetontnt nbaontnt espnnba theblackchannel blackbusinessu kyrieirving shaq antisemitic antisemitism atlantafx blackbusinessowner blackadvancement blacklivesmatter blacklove,explain kyrieirv shaq turnersportsej nbatv espnnba thejetontnt nbaontnt espnnba theblackchannel blackbusinessu kyrieirv shaq antisemit antisemit atlantafx blackbusinessown blackadvanc blacklivesmatt blacklov,explain kyrieirving shaq turnersportsej nbatv espnnba thejetontnt nbaontnt espnnba theblackchannel blackbusinessu kyrieirving shaq antisemitic antisemitism atlantafx blackbusinessowner blackadvancement blacklivesmatter blacklove,explain_NN kyrieirving_VBG shaq_JJ turnersportsej_NN nbatv_NN espnnba_NN thejetontnt_NN nbaontnt_JJ espnnba_JJ theblackchannel_NN blackbusinessu_NN kyrieirving_VBG shaq_JJ antisemitic_JJ antisemitism_NN atlantafx_NN blackbusinessowner_NN blackadvancement_NN blacklivesmatter_NN blacklove_NN,1
54,2022-11-07 03:12:02,say_the_names,Ryan Twyman #BlackLivesMatter,ryan twyman blacklivesmatter,ryan twyman blacklivesmatt,ryan twyman blacklivesmatter,ryan_JJ twyman_NN blacklivesmatter_NN,1
55,2022-11-07 03:10:52,LemStraw,"@TheFungi669 On Nov8th2022 let GOP note our dissent, we won't let Oligarchs hijack Democracy
We #VoteBlueIn22 to opine
#WomensRightsAreHumanRights
#LGBTQRightsAreHumanRights
#BlackLivesMatter
#VoteBlueToSaveAmerica
#VoteBlueToSaveDemocracy
Save America from #ViolentGOP
https://t.co/40XVEKrLby",thefungi novth let gop note dissent wont let oligarchs hijack democracy votebluein opine womensrightsarehumanrights lgbtqrightsarehumanrights blacklivesmatter votebluetosaveamerica votebluetosavedemocracy save america violentgop,thefungi novth let gop note dissent wont let oligarch hijack democraci votebluein opin womensrightsarehumanright lgbtqrightsarehumanright blacklivesmatt votebluetosaveamerica votebluetosavedemocraci save america violentgop,thefungi novth let gop note dissent wont let oligarch hijack democracy votebluein opine womensrightsarehumanrights lgbtqrightsarehumanrights blacklivesmatter votebluetosaveamerica votebluetosavedemocracy save america violentgop,thefungi_NNS novth_JJ let_JJ gop_NN note_VB dissent_NN wont_NN let_NN oligarchs_PRP hijack_VB democracy_NN votebluein_FW opine_JJ womensrightsarehumanrights_NNS lgbtqrightsarehumanrights_NNS blacklivesmatter_NN votebluetosaveamerica_VBP votebluetosavedemocracy_NN save_VBP america_VBN violentgop_NN,0
56,2022-11-07 03:09:06,drvstjr,"President @BarackObama Harvard Law Professor, Outstanding Orator, Legendary Leader. Thank you Mr. President! #Sunday #Trending #truth #Twitter #goodmorning #BLM #Black #BlackLivesMatter #BlackTwitter #Obama #BlackTwitterGermany #Monday #TrustedBO #clocksgoback #HOLOctober https://t.co/VLvx7glZty",president barackobama harvard law professor outstanding orator legendary leader thank mr president sunday trending truth twitter goodmorning blm black blacklivesmatter blacktwitter obama blacktwittergermany monday trustedbo clocksgoback holoctober,presid barackobama harvard law professor outstand orat legendari leader thank mr presid sunday trend truth twitter goodmorn blm black blacklivesmatt blacktwitt obama blacktwittergermani monday trustedbo clocksgoback holoctob,president barackobama harvard law professor outstanding orator legendary leader thank mr president sunday trending truth twitter goodmorning blm black blacklivesmatter blacktwitter obama blacktwittergermany monday trustedbo clocksgoback holoctober,president_NN barackobama_VBZ harvard_JJ law_NN professor_NN outstanding_JJ orator_NN legendary_JJ leader_NN thank_NN mr_NN president_NN sunday_JJ trending_VBG truth_NN twitter_NN goodmorning_VBG blm_JJ black_JJ blacklivesmatter_NN blacktwitter_NN obama_VBP blacktwittergermany_NN monday_NN trustedbo_VB clocksgoback_NN holoctober_NN,
57,2022-11-07 03:08:18,ProChoiceMama3,"#OldestDaughter #ChallengeThePatriarchy 
#BlackLivesMatter 
#WeCantContinueLikeThis https://t.co/D8dGAVuudR",oldestdaughter challengethepatriarchy blacklivesmatter wecantcontinuelikethis,oldestdaught challengethepatriarchi blacklivesmatt wecantcontinuelikethi,oldestdaughter challengethepatriarchy blacklivesmatter wecantcontinuelikethis,oldestdaughter_RB challengethepatriarchy_JJ blacklivesmatter_NN wecantcontinuelikethis_NN,0
58,2022-11-07 03:03:41,dc_diew,@UNOSAPG @UNGeneva WE DEMAND ANSWERS. @ADL IS THE BLACK HOLOCAUST REAL? @UN @ICJ_org @CIJ_ICJ @AP @UN_Women @UNWomenUSA @UN_HRC WHY DOES THE JEWISH COMMUNITY SPEND TRILLIONS DENYING THE BLACK HOLOCAUST AS THEY PARTICIPATED IN OUR ETHNIC CLEANSING? ALL #BlackLivesMatter 247 #BLM https://t.co/3mnbExdoxV,unosapg ungeneva demand answers adl black holocaust real un icjorg cijicj ap unwomen unwomenusa unhrc jewish community spend trillions denying black holocaust participated ethnic cleansing blacklivesmatter blm,unosapg ungeneva demand answer adl black holocaust real un icjorg cijicj ap unwomen unwomenusa unhrc jewish commun spend trillion deni black holocaust particip ethnic cleans blacklivesmatt blm,unosapg ungeneva demand answer adl black holocaust real un icjorg cijicj ap unwomen unwomenusa unhrc jewish community spend trillion denying black holocaust participated ethnic cleansing blacklivesmatter blm,unosapg_JJ ungeneva_JJ demand_NN answers_NNS adl_VBP black_JJ holocaust_NN real_JJ un_JJ icjorg_NN cijicj_NN ap_JJ unwomen_NNS unwomenusa_JJ unhrc_JJ jewish_JJ community_NN spend_VBP trillions_NNS denying_VBG black_JJ holocaust_NN participated_VBD ethnic_JJ cleansing_NN blacklivesmatter_NN blm_NN,0
59,2022-11-07 03:01:13,rodgothehardest,@DamnShawn_ https://t.co/E3lFSdd48A,damnshawn,damnshawn,damnshawn,damnshawn_NN,1
60,2022-11-07 03:01:09,William20030808,YEAH #BlackLivesMatter https://t.co/UvgP7lyfiY,yeah blacklivesmatter,yeah blacklivesmatt,yeah blacklivesmatter,yeah_NN blacklivesmatter_NN,1
61,2022-11-07 03:00:56,FLOWSECO,"#BLM #BlackLivesMatter 
&amp; #KOOLAID 
#killing #BlackPeople but we #loveit THO
#YE VC😅😅😅",blm blacklivesmatter amp koolaid killing blackpeople loveit tho ye vc,blm blacklivesmatt amp koolaid kill blackpeopl loveit tho ye vc,blm blacklivesmatter amp koolaid killing blackpeople loveit tho ye vc,blm_NN blacklivesmatter_NN amp_NN koolaid_VBD killing_VBG blackpeople_NN loveit_NN tho_NN ye_NN vc_NN,
62,2022-11-07 03:00:21,kk131066,"If you kept your mouths shut when #Biden ignored his duty to enforce the laws &amp; let #Trump escape justice, why do you think #VoteBlueIn2022 will help?

https://t.co/WtM8NfR2iE
#racism #Fascism #GQP #BlackLivesMatter #HumanRights #Ukraine #Ukraina #UkraineWar #Russia #Truth #Facts",kept mouths shut biden ignored duty enforce laws amp let trump escape justice think votebluein help racism fascism gqp blacklivesmatter humanrights ukraine ukraina ukrainewar russia truth facts,kept mouth shut biden ignor duti enforc law amp let trump escap justic think votebluein help racism fascism gqp blacklivesmatt humanright ukrain ukraina ukrainewar russia truth fact,kept mouth shut biden ignored duty enforce law amp let trump escape justice think votebluein help racism fascism gqp blacklivesmatter humanrights ukraine ukraina ukrainewar russia truth fact,kept_JJ mouths_NNS shut_VBN biden_RB ignored_VBN duty_NN enforce_NN laws_NNS amp_VBP let_VB trump_JJ escape_VB justice_NN think_NN votebluein_NN help_VBP racism_NN fascism_NN gqp_NN blacklivesmatter_NN humanrights_NNS ukraine_JJ ukraina_JJ ukrainewar_JJ russia_NN truth_NN facts_NNS,0
63,2022-11-07 03:00:01,OldMainBell,"DING! ding! Ding? ding, ding DING &amp; Ding Ding ding Ding* #PennState #BlackLivesMatter #JusticeForAll",ding ding ding ding ding ding amp ding ding ding ding pennstate blacklivesmatter justiceforall,ding ding ding ding ding ding amp ding ding ding ding pennstat blacklivesmatt justiceforal,ding ding ding ding ding ding amp ding ding ding ding pennstate blacklivesmatter justiceforall,ding_VBG ding_VBG ding_VBG ding_VBG ding_VBG ding_VBG amp_JJ ding_VBG ding_VBG ding_VBG ding_VBG pennstate_JJ blacklivesmatter_NN justiceforall_NN,1
64,2022-11-07 02:56:22,OrlandezTV,"Diddy on why he endeavored into the Cannabis industry 

#Diddy #Puff #Puffy #PDiddy #PuffDaddy #YungMiami #CityGirls #BadBoyRecords #BadBoyEntertainment #LoveRecords #Harlem #NYC #HipHop #Rap #BlackAmerican #BlackCommunity #BlackMale #BlackMales #BlackMen #BlackLivesMatter #BLM https://t.co/EJww4877tq",diddy endeavored cannabis industry diddy puff puffy pdiddy puffdaddy yungmiami citygirls badboyrecords badboyentertainment loverecords harlem nyc hiphop rap blackamerican blackcommunity blackmale blackmales blackmen blacklivesmatter blm,diddi endeavor cannabi industri diddi puff puffi pdiddi puffdaddi yungmiami citygirl badboyrecord badboyentertain loverecord harlem nyc hiphop rap blackamerican blackcommun blackmal blackmal blackmen blacklivesmatt blm,diddy endeavored cannabis industry diddy puff puffy pdiddy puffdaddy yungmiami citygirls badboyrecords badboyentertainment loverecords harlem nyc hiphop rap blackamerican blackcommunity blackmale blackmales blackmen blacklivesmatter blm,diddy_NN endeavored_VBD cannabis_NNS industry_NN diddy_VBZ puff_JJ puffy_NN pdiddy_NN puffdaddy_NN yungmiami_NN citygirls_NN badboyrecords_NNS badboyentertainment_NN loverecords_NNS harlem_VBP nyc_JJ hiphop_NN rap_NN blackamerican_JJ blackcommunity_NN blackmale_NN blackmales_NNS blackmen_VBP blacklivesmatter_NN blm_NN,1
